state,week_start,week_of_year,lag_spec,lagged_temp,lagged_precip,log_precip,T_clim,logP_clim,n_years,T_anom,P_anom,T_anom_mean,T_anom_sd,P_anom_mean,P_anom_sd,z_T_anom,z_P_anom
AC,2015-06-07,23,primary,24.338153787089837,217.54703788489647,5.387001267728096,23.791237749789722,4.853723763648603,11,0.5469160373001145,0.5332775040794937,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.7137136682569294,1.063105767554377
AC,2015-06-14,24,primary,24.137590035560642,204.19108087178705,5.323941646814861,23.834876178737762,4.683802107131579,11,0.30271385682288,0.6401395396832816,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.3950350738512076,1.276138654773361
AC,2015-06-21,25,primary,23.956755374597574,170.74669815621425,5.146020706208574,23.997820935550024,4.5010854477527795,11,-0.0410655609524504,0.6449352584557948,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.0535896740038707,1.2856990735940048
AC,2015-06-28,26,primary,24.016614541363293,120.39734874081431,4.799069039349149,24.347591181368294,4.236476520232244,11,-0.3309766400050016,0.5625925191169054,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.4319173981649001,1.1215461880180349
AC,2015-07-05,27,primary,23.69481546046102,93.3162402119377,4.546653393389837,24.530002382522397,4.01001671987278,11,-0.8351869220613786,0.5366366735170569,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-1.0899009741371795,1.069802379310821
AC,2015-07-12,28,primary,23.988030572954386,79.11684589765764,4.383486142794271,24.563105687872422,3.814623402358499,11,-0.575075114918036,0.568862740435772,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.7504606590393372,1.1340460748441925
AC,2015-07-19,29,primary,23.90686385517312,65.38342109463134,4.195447342996802,24.808022286068127,3.490865380546088,11,-0.9011584308950056,0.7045819624507144,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-1.1759923745695553,1.4046066865113411
AC,2015-07-26,30,primary,24.980058541828875,55.87075483396898,4.040781234203526,25.162418661576474,3.4003051486196973,11,-0.18236011974759947,0.6404760855838285,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.23797603495289735,1.276809569794492
AC,2015-08-02,31,primary,25.7199660805543,48.31943040436291,3.8983181292505993,25.491515210960046,3.2523196094321265,11,0.22845086959425487,0.6459985198184728,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.2981234724062953,1.287818719141461
AC,2015-08-09,32,primary,26.13140180708391,47.1251837317111,3.8738056104024494,25.693521045850492,3.2429781612172794,11,0.43788076123341924,0.63082744918517,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.5714249775922138,1.2575747044083085
AC,2015-08-16,33,primary,26.524761102670855,38.62192373455053,3.679382594724441,25.952729191556852,3.4545122096377514,11,0.5720319111140029,0.22487038508668977,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.7464893435135538,0.4482863078023214
AC,2015-08-23,34,primary,26.648136409893905,40.32702629889775,3.721516675751162,26.224625059368794,3.581816941685893,11,0.4235113505251107,0.1396997340652688,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.552673205605521,0.27849588980310946
AC,2015-08-30,35,primary,26.73878207831287,35.93033230087117,3.609033226952101,26.42464196822267,3.6538488693896243,11,0.31414011009020015,-0.04481564243752345,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.40994608866457793,-0.089341417156205
AC,2015-09-06,36,primary,26.86900107808656,55.76468698141296,4.038914424312787,26.690650011358922,3.784982719608066,11,0.178351066727636,0.25393170470472093,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.23274430696912904,0.5062209783300035
AC,2015-09-13,37,primary,26.813646766331534,79.99988847268116,4.394447777791012,26.979163845738245,4.048823363967434,11,-0.1655170794067118,0.345624413823578,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,-0.2159962294865275,0.6890133278314217
AC,2015-09-20,38,primary,27.411052294355056,87.54372013182828,4.483496442818759,27.17340860354891,4.119304804972541,11,0.237643690806145,0.36419163784621844,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.3101199064131626,0.7260276830122485
AC,2015-09-27,39,primary,27.332261417492862,79.10591900982962,4.383349746597997,27.0433660517923,4.295174039012074,11,0.2888953657005615,0.08817570758592286,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.37700224007772326,0.17578109441273063
AC,2015-10-04,40,primary,27.577689475374463,92.42794320706726,4.5371904782959005,26.965666230732513,4.449039828170854,11,0.61202324464195,0.08815065012504686,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.7986771738277254,0.17573114156271585
AC,2015-10-11,41,primary,26.984006023103305,92.07689629695872,4.533425993410583,26.801125556718077,4.6373357040614,11,0.18288046638522815,-0.10390971065081622,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.23865507612590886,-0.20714733296029353
AC,2015-10-18,42,primary,27.165718973395705,83.88023992942789,4.441241320991505,26.600411774269823,4.740426735536755,11,0.5653071991258827,-0.29918541454525016,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.7377137389715738,-0.5964356968708542
AC,2015-10-25,43,primary,27.01797081033502,100.31834323344542,4.61826747317828,26.275744845961114,4.882362690927037,11,0.7422259643739046,-0.264095217748757,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.9685889233088056,-0.5264822667831505
AC,2015-11-01,44,primary,26.534177347249024,118.41783394600141,4.782628552836792,26.027583514963133,4.999956694109718,11,0.5065938322858905,-0.217328141272926,3.12402661833644e-17,0.7662961515586815,-1.1996683938569795e-17,0.5016222471506976,0.661094057767947,-0.43325060343194105
