definition,state,episode_id,onset_week,peak_week,end_week,duration_weeks,weeks_onset_to_peak,episode_case_count,episode_cumulative_incidence_per_100k,peak_weekly_cases,peak_weekly_incidence_per_100k,quiet_weeks_before_episode,first4_case_count,first6_case_count,first8_case_count,first6_nonzero_weeks,re_prefit_eligible,re_prefit_eligible_n20,re_prefit_eligible_n50,reason_if_not_eligible,left_censored_start,right_censored_end,first6_max_week_share,recurrence_order,is_recurrence
primary,AP,AP_episode_03,2023-09-10,2024-02-25,2025-12-28,121,24,326,40.58636916843036,27,3.363073699891759,19,8,9,12,5,FALSE,FALSE,FALSE,fewer than 30 reported cases in first 6 weeks,FALSE,TRUE,0.3333333333333333,3,TRUE
primary,BA,BA_episode_01,2016-01-31,2016-03-13,2018-09-23,139,6,15932,109.36032097707776,535,3.6827782824293065,30,384,1411,2402,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.371367824238129,1,FALSE
primary,BA,BA_episode_02,2019-03-24,2024-03-17,2025-10-12,343,260,75909,513.0918554721462,1499,10.093927394966087,14,300,494,791,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.2651821862348178,2,TRUE
primary,CE,CE_episode_01,2016-02-14,2017-04-30,2020-10-25,246,63,141856,1591.0957862142302,10301,115.4279203566399,56,208,506,1090,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.32806324110671936,1,FALSE
primary,CE,CE_episode_02,2021-04-18,2022-05-15,2023-09-17,127,56,54054,589.88696589081,3521,38.42646831726228,13,93,144,202,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.2361111111111111,2,TRUE
primary,CE,CE_episode_03,2024-02-04,2024-04-07,2024-09-01,31,9,767,8.306568925677976,64,0.6931165726771714,14,125,186,245,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.24193548387096775,3,TRUE
primary,CE,CE_episode_04,2025-03-30,2025-05-11,2025-09-28,27,6,537,5.793607741036738,45,0.48549785539414014,22,115,199,282,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.22110552763819097,4,TRUE
primary,DF,DF_episode_01,2022-01-09,2024-03-10,2025-12-28,208,113,1636,55.074212692981035,39,1.3074884220223961,11,45,68,92,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.20588235294117646,1,FALSE
primary,ES,ES_episode_01,2017-01-01,2020-01-19,2020-03-29,170,159,7462,187.59853231621992,431,10.771049717516101,57,61,116,166,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.25,1,FALSE
primary,ES,ES_episode_02,2022-01-02,2024-03-17,2025-12-28,209,115,21063,514.2527258133953,691,16.844911508146136,91,50,77,112,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.2077922077922078,2,TRUE
primary,GO,GO_episode_01,2021-12-05,2024-03-10,2025-12-28,213,118,19390,265.0875380617048,585,7.958660675767836,17,96,262,463,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.33969465648854963,1,FALSE
primary,MA,MA_episode_01,2016-01-31,2016-04-24,2019-10-20,195,12,13353,194.0986206912362,870,12.675050459812953,52,94,283,818,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.4628975265017668,1,FALSE
primary,MA,MA_episode_02,2021-12-19,2023-04-30,2024-06-09,130,71,5204,74.31701338577771,137,1.9562390746903502,10,91,114,142,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.2543859649122807,2,TRUE
primary,MG,MG_episode_01,2017-01-01,2017-03-19,2018-08-26,87,11,24726,119.210556779967,1472,7.112828154699953,103,413,1070,2491,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.3719626168224299,1,FALSE
primary,MG,MG_episode_02,2019-01-20,2019-05-19,2019-07-14,26,17,1451,6.93702382363303,115,0.5497985800949678,17,198,278,359,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.18345323741007194,2,TRUE
primary,MG,MG_episode_03,2020-04-05,2021-03-21,2021-08-15,72,50,6899,32.70985858514986,279,1.321209335579926,24,331,514,638,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.20038910505836577,3,TRUE
primary,MG,MG_episode_04,2022-01-02,2024-02-25,2025-12-28,209,112,263669,1238.1058184941674,11506,53.96129409744765,19,237,393,588,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.20610687022900764,4,TRUE
primary,MS,MS_episode_01,2017-10-08,2018-04-15,2019-04-28,82,27,308,11.218356067432337,20,0.728289419302073,45,23,30,35,6,TRUE,TRUE,FALSE,NA,FALSE,FALSE,0.3333333333333333,1,FALSE
primary,MS,MS_episode_02,2022-03-13,2023-04-02,2023-09-03,78,55,1625,56.53111067745517,195,6.775517380244468,22,37,46,67,6,TRUE,TRUE,FALSE,NA,FALSE,FALSE,0.2391304347826087,2,TRUE
primary,MS,MS_episode_03,2023-12-31,2025-05-18,2025-12-28,105,72,9546,326.6554567242061,650,22.225025994732327,8,67,104,176,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.2403846153846154,3,TRUE
primary,MT,MT_episode_01,2016-12-11,2018-01-21,2020-05-24,181,58,16761,481.7294335826305,1275,36.526169353082864,71,70,150,290,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.36666666666666664,1,FALSE
primary,MT,MT_episode_02,2023-03-19,2025-01-26,2025-12-28,146,97,67687,1747.14012658406,3858,99.08417763342912,36,50,62,71,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.24193548387096775,2,TRUE
primary,PA,PA_episode_01,2016-04-17,2017-01-29,2019-08-18,175,41,17771,213.8903769108395,744,8.990021800802866,65,139,213,264,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.20657276995305165,1,FALSE
primary,PB,PB_episode_01,2016-01-24,2022-05-01,2025-08-10,499,327,41541,1021.3196539654477,978,23.818650929146575,51,112,229,440,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.3930131004366812,1,FALSE
primary,PE,PE_episode_01,2015-11-08,2016-02-21,2018-09-30,152,15,16547,178.55275600320883,894,9.65163013225972,38,117,272,479,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.3161764705882353,1,FALSE
primary,PE,PE_episode_02,2019-03-10,2021-05-30,2025-12-28,356,116,41933,442.3549061443224,1552,16.388290988467375,12,77,124,189,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.20967741935483872,2,TRUE
primary,PI,PI_episode_01,2016-04-03,2017-06-18,2020-08-09,228,63,8137,247.41607946653437,392,11.930319629088796,62,251,497,658,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.24949698189134809,1,FALSE
primary,PI,PI_episode_02,2021-04-25,2021-07-04,2021-09-05,20,10,180,5.376575336573616,15,0.448047944714468,21,37,52,69,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.23076923076923078,2,TRUE
primary,PI,PI_episode_03,2022-01-16,2022-04-24,2024-08-11,135,14,13484,401.3011387288765,875,26.064605070593377,16,93,195,549,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.27692307692307694,3,TRUE
primary,PI,PI_episode_04,2025-01-19,2025-05-04,2025-12-28,50,15,485,14.329834982347712,33,0.9750196998298444,15,33,60,101,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.26666666666666666,4,TRUE
primary,PR,PR_episode_01,2023-02-26,2023-03-19,2023-06-25,18,3,1475,12.54906685138893,164,1.3952860770357862,165,392,656,922,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.25,1,FALSE
primary,PR,PR_episode_02,2024-12-01,2025-03-16,2025-08-03,36,15,6147,51.705322197349624,577,4.852579150023246,36,126,262,426,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.27099236641221375,2,TRUE
primary,RJ,RJ_episode_01,2016-03-13,2016-04-10,2016-07-10,18,4,1048,6.148889852553963,112,0.6571332666851564,56,222,439,628,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.255125284738041,1,FALSE
primary,RJ,RJ_episode_02,2017-01-01,2019-05-05,2020-07-12,185,122,117404,683.4332562013241,5711,33.21523150132323,21,568,849,1062,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.20730270906949352,2,TRUE
primary,RJ,RJ_episode_03,2023-12-31,2024-04-07,2025-06-29,79,14,5246,30.463460425682097,197,1.1440399092224658,9,333,584,804,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.22945205479452055,3,TRUE
primary,RN,RN_episode_01,2016-01-10,2019-07-14,2025-12-28,521,183,26776,787.209643288545,401,11.820421561628022,53,42,198,368,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.5303030303030303,1,FALSE
primary,RO,RO_episode_01,2016-12-18,2017-02-12,2018-05-27,76,8,174,10.275697407576907,11,0.6502842333267123,56,20,33,45,6,TRUE,TRUE,FALSE,NA,FALSE,FALSE,0.21212121212121213,1,FALSE
primary,RO,RO_episode_02,2024-01-14,2024-03-03,2024-11-03,43,7,171,9.792541290450783,18,1.030793820047451,39,23,49,78,6,TRUE,TRUE,FALSE,NA,FALSE,FALSE,0.2857142857142857,2,TRUE
primary,RO,RO_episode_03,2025-01-05,2025-05-11,2025-12-28,52,18,4188,239.04791803419047,293,16.724221581666143,8,83,205,423,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.37073170731707317,3,TRUE
primary,RR,RR_episode_01,2016-11-13,2017-07-23,2018-12-16,110,36,3986,706.5872154044863,362,64.18291776962587,45,7,12,18,5,FALSE,FALSE,FALSE,fewer than 30 reported cases in first 6 weeks,FALSE,FALSE,0.25,1,FALSE
primary,RR,RR_episode_02,2021-04-11,2021-06-27,2021-10-31,30,11,43,6.56516614450694,4,0.6107131297215759,11,8,10,12,6,FALSE,FALSE,FALSE,fewer than 30 reported cases in first 6 weeks,FALSE,FALSE,0.3,2,TRUE
primary,RR,RR_episode_03,2022-07-03,2022-08-14,2023-08-20,60,6,106,15.624165981146064,21,3.118484594686102,8,7,37,67,6,TRUE,TRUE,FALSE,NA,FALSE,FALSE,0.4594594594594595,3,TRUE
primary,SC,SC_episode_01,2025-02-16,2025-03-16,2025-05-18,14,4,622,7.5974457924685614,122,1.4901742551144124,122,183,408,528,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.29901960784313725,1,FALSE
primary,SE,SE_episode_01,2015-09-27,2016-04-17,2017-10-15,108,29,4501,204.71651526455287,384,17.467948134750664,35,18,35,70,5,TRUE,TRUE,FALSE,NA,FALSE,FALSE,0.4857142857142857,1,FALSE
primary,SE,SE_episode_02,2019-06-09,2019-08-18,2019-12-29,30,10,268,11.957346183018783,21,0.9369562307589346,30,16,43,73,6,TRUE,TRUE,FALSE,NA,FALSE,FALSE,0.3488372093023256,2,TRUE
primary,SE,SE_episode_03,2020-03-08,2020-08-02,2024-10-06,240,21,12801,564.5815267924223,291,12.90913301198021,8,23,31,55,6,TRUE,TRUE,FALSE,NA,FALSE,FALSE,0.2903225806451613,3,TRUE
primary,SE,SE_episode_04,2025-09-14,2025-11-09,2025-12-28,16,8,121,5.262185111495265,14,0.6088478641399481,12,37,52,64,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.23076923076923078,4,TRUE
primary,SP,SP_episode_01,2021-01-17,2021-03-28,2021-07-04,25,10,13115,28.72825816835942,1243,2.722777346799143,314,937,1990,3899,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.26834170854271355,1,FALSE
primary,SP,SP_episode_02,2023-12-17,2025-01-19,2025-06-29,81,57,16616,36.11197937909553,662,1.436575797026683,25,636,1027,1433,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.22005842259006816,2,TRUE
primary,TO,TO_episode_01,2016-01-24,2017-04-30,2019-06-23,179,66,2838,189.4422104158607,128,8.541664303250437,52,12,22,26,6,FALSE,TRUE,FALSE,fewer than 30 reported cases in first 6 weeks,FALSE,FALSE,0.2727272727272727,1,FALSE
primary,TO,TO_episode_02,2021-04-04,2023-02-05,2024-09-08,180,96,9014,576.5341670512012,441,28.13951841224203,31,16,25,41,6,FALSE,TRUE,FALSE,fewer than 30 reported cases in first 6 weeks,FALSE,FALSE,0.24,2,TRUE
primary,TO,TO_episode_03,2025-01-05,2025-04-06,2025-12-28,52,13,409,25.774186616454266,30,1.8905271356812419,8,26,44,81,6,TRUE,TRUE,FALSE,NA,FALSE,TRUE,0.3181818181818182,3,TRUE
strict,AC,AC_episode_01,2016-05-29,2018-10-28,2019-07-07,163,126,389,45.80482173907638,25,2.9359815103628404,56,28,29,29,5,FALSE,TRUE,FALSE,fewer than 30 reported cases in first 6 weeks,FALSE,FALSE,0.3793103448275862,1,FALSE
strict,AC,AC_episode_02,2021-01-03,2021-03-14,2022-11-06,97,10,225,25.90186201394365,27,3.1093596331416276,16,50,59,81,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.3898305084745763,2,TRUE
strict,AC,AC_episode_03,2023-12-31,2023-12-31,2025-08-31,88,0,262,29.7486168905137,35,3.9927810518582403,13,72,82,86,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.4268292682926829,3,TRUE
strict,AL,AL_episode_01,2015-12-27,2016-05-22,2019-11-10,203,21,11449,358.7891944694484,667,20.9228252024997,46,79,145,314,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.22758620689655173,1,FALSE
strict,AL,AL_episode_02,2021-07-18,2022-06-26,2025-12-28,233,49,16071,499.25064104193694,691,21.470422550965843,21,98,133,164,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.23308270676691728,2,TRUE
strict,AP,AP_episode_01,2016-05-01,2016-10-02,2019-07-28,170,22,576,75.21699174334744,12,1.5853136543065045,46,15,22,33,6,FALSE,TRUE,FALSE,fewer than 30 reported cases in first 6 weeks,FALSE,FALSE,0.22727272727272727,1,FALSE
strict,AP,AP_episode_02,2023-12-31,2024-02-25,2025-12-28,105,8,305,37.95849164253951,27,3.363073699891759,19,34,45,73,6,TRUE,TRUE,FALSE,NA,FALSE,TRUE,0.4,2,TRUE
strict,BA,BA_episode_01,2016-02-07,2016-03-13,2018-09-23,138,5,15877,108.98171760224858,535,3.6827782824293065,30,853,1891,2757,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.2829190904283448,1,FALSE
strict,BA,BA_episode_02,2019-04-14,2024-03-17,2025-12-28,351,257,75829,512.5401514670334,1499,10.093927394966087,14,484,1000,1746,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.378,2,TRUE
strict,CE,CE_episode_01,2016-02-28,2017-04-30,2020-10-25,244,61,141816,1590.6449884261147,10301,115.4279203566399,56,466,1050,2213,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.3361904761904762,1,FALSE
strict,CE,CE_episode_02,2021-12-05,2022-05-15,2023-09-17,94,23,53155,580.0397888212598,3521,38.42646831726228,13,237,356,621,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.2247191011235955,2,TRUE
strict,DF,DF_episode_01,2022-03-27,2024-03-10,2025-12-28,197,102,1511,50.84040632492981,39,1.3074884220223961,62,84,131,169,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.20610687022900764,1,FALSE
strict,ES,ES_episode_01,2017-01-29,2020-01-19,2020-03-29,166,155,7401,186.03625281212328,431,10.771049717516101,57,105,170,247,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.19411764705882353,1,FALSE
strict,ES,ES_episode_02,2022-02-20,2024-03-17,2025-12-28,202,108,20973,512.0310044384855,691,16.844911508146136,91,157,283,421,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.26855123674911663,2,TRUE
strict,GO,GO_episode_01,2022-01-02,2024-03-10,2025-12-28,209,114,19294,263.74186075568343,585,7.958660675767836,324,367,700,1028,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.26,1,FALSE
strict,MA,MA_episode_01,2016-02-28,2016-04-24,2020-03-22,213,8,13352,194.06413505200442,870,12.675050459812953,52,724,1561,3006,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.31774503523382447,1,FALSE
strict,MA,MA_episode_02,2022-03-06,2023-04-30,2024-06-09,119,60,5022,71.71551050632594,137,1.9562390746903502,66,250,367,491,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.22615803814713897,2,TRUE
strict,MG,MG_episode_01,2017-01-15,2017-03-19,2018-08-26,85,9,24584,118.52440080308699,1472,7.112828154699953,103,928,2349,4765,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.3384418901660281,1,FALSE
strict,MG,MG_episode_02,2020-11-22,2021-03-21,2021-08-15,39,17,5532,26.210241739227055,279,1.321209335579926,17,613,698,946,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.24212034383954154,2,TRUE
strict,MG,MG_episode_03,2022-02-20,2024-02-25,2025-12-28,202,105,263192,1235.853523809597,11506,53.96129409744765,19,920,1986,3047,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.2809667673716012,3,TRUE
strict,MS,MS_episode_01,2023-01-29,2025-05-18,2025-12-28,153,120,10952,375.50867434791746,650,22.225025994732327,45,123,254,465,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.2992125984251969,1,FALSE
strict,MT,MT_episode_01,2017-01-01,2018-01-21,2020-05-24,178,55,16723,480.605203495334,1275,36.526169353082864,71,181,325,508,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.2246153846153846,1,FALSE
strict,MT,MT_episode_02,2023-12-31,2025-01-26,2025-12-28,105,56,67452,1740.9205446405385,3858,99.08417763342912,45,353,1232,2723,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.3969155844155844,2,TRUE
strict,PA,PA_episode_01,2016-07-31,2017-01-29,2019-08-18,160,26,17258,207.6402474612773,744,8.990021800802866,65,231,309,380,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.20388349514563106,1,FALSE
strict,PB,PB_episode_01,2016-01-31,2022-05-01,2025-12-28,518,326,41586,1022.3864071278896,978,23.818650929146575,51,128,318,578,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.31446540880503143,1,FALSE
strict,PE,PE_episode_01,2015-11-29,2016-02-21,2018-09-30,149,12,16480,177.82553119186127,894,9.65163013225972,38,284,717,1382,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.42538354253835425,1,FALSE
strict,PE,PE_episode_02,2019-09-01,2021-05-30,2025-12-28,331,91,41145,433.9688093987771,1552,16.388290988467375,12,188,285,356,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.21052631578947367,2,TRUE
strict,PI,PI_episode_01,2016-04-03,2017-06-18,2020-08-09,228,63,8137,247.41607946653437,392,11.930319629088796,62,251,497,658,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.24949698189134809,1,FALSE
strict,PI,PI_episode_02,2022-01-30,2022-04-24,2024-08-11,133,12,13454,400.4074951264561,875,26.064605070593377,21,165,519,1310,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.40847784200385356,2,TRUE
strict,PI,PI_episode_03,2025-03-02,2025-05-04,2025-12-28,44,9,425,12.557071891747995,33,0.9750196998298444,15,68,112,156,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.20535714285714285,3,TRUE
strict,PR,PR_episode_01,2023-03-05,2023-03-19,2023-06-25,17,2,1424,12.115166912798534,164,1.3952860770357862,165,469,754,971,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.21750663129973474,1,FALSE
strict,PR,PR_episode_02,2024-12-29,2025-03-16,2025-08-03,32,11,6021,50.63975289792339,577,4.852579150023246,36,300,512,886,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.21484375,2,TRUE
strict,RJ,RJ_episode_01,2017-01-01,2019-05-05,2020-07-12,185,122,117404,683.4332562013241,5711,33.21523150132323,21,568,849,1062,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.20730270906949352,1,FALSE
strict,RJ,RJ_episode_02,2024-01-14,2024-04-07,2025-06-29,77,12,5111,29.679347031570796,197,1.1440399092224658,38,449,669,926,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.20029895366218237,2,TRUE
strict,RN,RN_episode_01,2016-02-07,2019-07-14,2025-12-28,517,179,26734,785.9530172039196,401,11.820421561628022,53,326,588,795,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.34523809523809523,1,FALSE
strict,RO,RO_episode_01,2024-02-04,2025-05-11,2025-12-28,100,66,4350,248.32506241461755,293,16.724221581666143,21,48,81,98,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.2222222222222222,1,FALSE
strict,RR,RR_episode_01,2017-01-01,2017-07-23,2020-03-01,166,29,3997,708.0607442820562,362,64.18291776962587,45,35,80,144,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.325,1,FALSE
strict,RR,RR_episode_02,2022-07-31,2022-08-14,2023-08-20,56,2,99,14.584671116250696,21,3.118484594686102,13,60,66,72,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.3181818181818182,2,TRUE
strict,SE,SE_episode_01,2015-11-01,2016-04-17,2017-10-15,103,24,4483,203.89167926944322,384,17.467948134750664,35,69,83,88,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.25301204819277107,1,FALSE
strict,SE,SE_episode_02,2019-07-07,2020-08-02,2024-10-06,275,56,13065,576.3573369434669,291,12.90913301198021,30,57,93,125,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.21505376344086022,2,TRUE
strict,SP,SP_episode_01,2021-01-31,2021-03-28,2021-07-04,23,8,12833,28.11054037930282,1243,2.722777346799143,314,1708,3617,5813,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.2756427978988112,1,FALSE
strict,SP,SP_episode_02,2024-02-11,2025-01-19,2025-06-29,73,49,15183,32.99236266165576,662,1.436575797026683,42,1225,1933,2475,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.21520951888256595,2,TRUE
strict,TO,TO_episode_01,2016-05-01,2017-04-30,2019-06-23,165,52,2785,185.87418637411076,128,8.541664303250437,52,74,115,131,6,TRUE,TRUE,TRUE,NA,FALSE,FALSE,0.2,1,FALSE
strict,TO,TO_episode_02,2021-12-05,2023-02-05,2025-12-28,213,61,9294,593.9707049352039,441,28.13951841224203,31,48,107,190,6,TRUE,TRUE,TRUE,NA,FALSE,TRUE,0.3177570093457944,2,TRUE
